Index,L1,L2,L3,L4,L5,L6,L7,L8,L9,A1,A2,A3,A4,A5,A6,A7,A8,R1,R2,R3,R4,R5,R6,R7,R8,t,L,max_deflection (mm)
5418,4,2.2,3,4,4.4,32.5,29,3.99,0.76,103.52,104.57,101.8,100.27,106.4,91.43,111.33,108.55,6.4,6.8,6,7.4,7,8,7.4,6.6,1.8,932,134.060638427734
4673,6.3,3.9,13.7,6,9.5,27.5,30,2.89,-8.59,101.39,101.57,99.4,101.88,103.22,103.84,99.4,101.81,7,7.6,7.2,6.6,6.8,8,7.2,7.6,1.2,996,160.266952514648
15214,2.4,4.1,2.1,2.9,4.5,27.5,30,1.99,-5.24,99.39,101.2,99.48,103.73,103.99,99.07,105.15,101.64,7.6,6.6,6.4,7.2,6.2,8,7.8,6.8,1.8,1034,146.15168762207
7368,7,5,3.9,2.2,2.2,25.5,32.5,3.6,0.79,103.52,105.1,101.9,99.09,106.51,91.07,113.03,107.04,7,6.4,7.4,8,6.2,7.4,6.8,7.8,1.4,1026,118.469779968262
5774,9.2,5.5,15.1,5.2,7.8,28,30.5,2.66,-8.84,99.67,103.62,100.1,104.04,100.29,99.96,100.8,98.59,6,6,7,8,6.6,7.4,6.4,6.2,1.6,1044,110.053482055664
1434,18.1,4.3,19.3,7.2,18,31,30.5,3.42,-8.43,95.05,96.24,98.59,98.6,99.18,98.21,99.1,98.49,7.8,6.8,6.2,7.2,6,7,7.2,6.6,1.2,1016,162.888580322266
10766,3.1,3.2,1.4,7.6,1.8,25,30,1.91,-5.49,99.88,100.59,101.91,102.3,104.2,99.17,108.8,104.74,7.6,6.2,7.6,6.4,6,7.4,6.4,7.4,1.7,1040,143.940078735352
11655,2.9,1.6,2.2,5.7,5.9,26.5,28,3.75,1.57,98.7,96.6,99.47,100.89,101.64,98.41,98.98,98.8,7.8,6.6,6.2,7.6,7.6,7.2,7.6,6,1.8,938,100.489379882813
152,3,13.5,0.1,14.1,5.1,35,34,-12.12,1.06,94.91,88,97.67,92.8,91.33,87.17,93.21,80.97,7,7.2,8,7.8,7.2,7.2,7.2,7.6,1.7,976,119.760765075684
15577,17.7,8.3,22.3,5,15.7,25,28,3.06,-8.38,95.63,98.88,97.7,97.12,99.89,100.4,98.8,99.77,6.4,8,7.6,7,6.8,7.8,7.8,7.4,1.2,956,116.108222961426
10675,5.8,5.2,10.6,6.7,8.9,35,29.5,2.69,-9.41,100.68,100.65,99.3,103.42,100.39,101.39,98.1,100.3,6,8,7.4,7,8,6.8,6.2,8,1.8,1012,111.666374206543
15170,5.9,6.7,13.1,6.1,3.3,26,29,2.72,1.72,99.1,96.73,101.82,102.37,102.05,100.08,99,99.2,7.8,7.2,6.8,8,6.8,6.8,6,6.2,1.6,1052,109.600967407227
47,7,3.8,1.1,0.7,1,25,34.5,3.55,3.99,98.9,91.96,106.65,98.5,100.36,103.43,93.51,98.79,6.8,7.2,7,7.4,7.4,6,8,7.6,1.8,950,100.579917907715
134,1.1,2.6,18.7,9,1.7,32,31,0.26,0.9,100.29,98.57,99.4,100.3,99.09,104.04,96.26,104,7.4,6.8,6.8,6.6,7.2,8,7.4,7.2,1.5,950,139.668075561523
3323,3.9,3.4,21.1,6.2,0.1,26,35,0.26,0.95,100.29,97.6,98.9,100.6,99.88,100.55,95.02,104,6.6,6.4,7,7.8,8,7,7,6.4,1.7,978,133.500305175781
11574,22.1,4.7,31.8,4.6,17.7,33,27,23.62,0.32,99.09,100.39,151.89,153.84,141.82,141.7,103.22,102.91,7,6.4,7.8,6.2,6.6,7.2,6.2,7,1.8,1030,113.149772644043
1647,0.3,3.9,0.9,3.2,0.9,34,33.5,2.11,-5.01,97.32,102.62,102.52,104.04,102.95,99.65,107.51,102.68,7.4,6.6,6,7.6,7.8,6.8,7.2,6.4,1.8,912,131.684829711914
258,3.8,6.3,10.6,4.2,10.1,29.5,26,2.92,-9.76,102.01,101.67,100.8,100.75,102.72,99.86,98.3,100.8,7.6,7.2,7.4,6.6,6.2,6.4,6,6.2,1.3,1042,171.522171020508
10866,6.3,1,4.7,2.9,5.6,34,27,3.87,5.4,99.6,93.42,102.71,99.88,101.15,97.31,96.03,100.3,6.2,7.2,7.6,7.4,7.8,8,8,7.2,1.2,986,131.462249755859
5830,7.6,7.3,9.9,7.7,7.6,32,29,2.78,-8.95,103.23,101.67,98.1,101.78,99.78,101.9,100.2,100.7,6.2,7,7.6,7,6.6,7.4,6,6.4,1.2,1002,122.777931213379
8665,1.9,0.1,2.1,0.4,7.3,30,29.5,2.72,4.56,128.9,115.46,121.6,125.81,122.69,128.12,112.04,115.38,6.6,6,6.6,7.2,6.8,7.4,7.2,6.8,1.4,940,110.69702911377
11194,3,6.6,13.8,6.6,3.3,25,33,2.57,1.88,97.51,97.51,105.67,103.81,101.74,99.59,98.9,99.1,6,7.4,6.6,7.4,7.8,6.6,8,7.4,1.6,942,111.736206054688
7963,5.5,2.4,14.8,3.9,7.8,29,34,2.61,-8.35,103.73,101.57,100.2,102.7,101.81,102,101.8,99.29,6,6,7.2,6.6,6,7.4,7,6.6,1.6,1030,118.528335571289
1096,15.7,3.3,19.2,8,17,34.5,30,3.52,-7.41,94.76,99.27,99.86,99.19,100.5,97.91,98.31,97.32,7.4,8,6.4,7.2,6,8,6.2,6.4,1.4,900,103.320953369141
7445,5.6,2.4,1.1,2.4,5.9,31,34,4.1,2.81,98.25,106.77,86.18,101.53,98.39,109.12,90.41,98.1,6.8,6.8,6.4,8,7.8,7.6,6.8,8,1.2,1010,133.580505371094
7160,0.7,2.9,1.8,3,5.5,35,32.5,2.93,4.44,128,115.01,120.61,125.43,120.51,128.63,108.72,117.37,6.2,6.6,7.4,6.2,6.8,6.6,6.8,7,1.7,958,135.125823974609
8210,4.1,9.6,1.6,14.4,0.3,31.5,34.5,-12.06,1.08,93.77,88.63,98.15,93.26,90.51,86.3,93.59,83.76,7,7.2,6.4,7.6,6.2,6.8,6.4,6.6,1.4,988,130.338851928711
7586,2.6,2.6,1.7,5.9,2.1,33,27.5,1.84,-4.49,97.52,101.1,102.92,103.22,105.14,96.53,106.23,104.43,7.8,7.4,6,7.4,7.4,6.2,8,6.6,1.4,1004,117.332633972168
14037,6,7.2,17.5,5,4.8,33.5,28,0.23,0.91,102.52,98.96,97.22,99.5,97.12,103.73,96.07,103.69,6,7.6,6.4,8,6.6,7.6,6.6,6,1.7,948,123.449859619141
1049,9.8,9.2,25.4,10.8,6.8,25,28.5,-3.35,-5,100.79,98.1,102.37,103.83,96.43,91.7,110.11,104.9,7.6,8,7.8,8,6.6,6.4,7.4,7.4,1.3,916,104.956214904785
13893,9.7,11.3,23.3,11.9,9.3,26,25,-3.6,-5.36,101.08,98.79,103.51,103.83,96.14,92.91,113,106.93,6.2,7.8,7.4,6.2,6.8,6.2,7.8,6.8,1.3,1008,144.8662109375
12955,14.4,5.6,17.3,5.2,18.4,30,26.5,3.53,-8.13,97.17,96.92,97.8,98.99,101.1,98.6,98.6,98.49,6.6,6.4,7.2,6.6,8,6.8,6.4,6,1.7,1022,105.934806823731
13108,8.7,10.7,28.2,13,6.4,30.5,29.5,-3.63,-4.64,99.4,98.49,101.85,100.36,97.7,91.8,110.11,106.5,7.6,6.6,8,6.4,7.6,7,6.2,6.2,1.6,1048,136.041442871094
6024,5.1,2.5,1.7,4.3,3.6,35,26,3.93,1.43,101.08,96.11,99.76,98.41,101.85,99.9,97.51,98.41,7.6,7,6.8,7.8,6.6,6.4,7.4,7.6,1.5,942,108.033065795898
4986,19.3,6.1,31,2.4,22.9,33,31.5,23.95,0.32,100.17,100.69,155.55,151.68,139.83,144.58,102.91,102.4,7.4,6.6,6.2,8,8,7,7.8,6.2,1.5,952,105.011627197266
11478,3.5,1.7,2.1,6,2.2,31.5,33,4.25,6.01,99.7,91.94,100.67,100.17,100.94,95.94,96.51,100.1,7.2,6,6,6.4,7.6,6.6,7.8,7.4,1.4,1010,153.762084960938
14356,5,5.1,14.6,7.7,2.4,26.5,28,2.54,1.82,98.41,99.67,105.04,101.75,101.74,96.92,100.1,100.1,7.2,7.6,7.8,8,6.6,6.6,7,8,1.4,942,141.682647705078
15381,2.2,3.2,17.5,6.4,0.9,35,30.5,0.24,1.09,103.22,98.77,98.9,101.3,99.88,102.3,96.64,103.48,7.4,8,7.2,6.2,6.4,6,7,6.8,1.6,902,92.9106826782226
12438,5.7,6.3,3.6,3.3,6.1,27,26,3.67,0.8,105.06,104.57,101.8,98.2,107.04,90.33,111.67,109.73,6.6,7.8,7.6,6.8,7.4,7.6,8,7.2,1.4,930,146.361907958984
3879,7,9.1,2.6,8.1,3.2,27.5,30,0,-3.85,117.38,110.81,89.94,104.19,97.61,121.22,80.87,92.04,6.8,6.2,7,6.6,8,8,6,6.2,1.4,1052,116.717132568359
2894,3.4,11.5,11.4,8.6,8.2,27,30,20.12,-2.84,99.68,99.27,133.11,132.12,129.7,126.28,104.55,104.04,6.4,6.8,6.8,7.2,7.6,7.2,7.8,8,1.3,1052,143.518814086914
4180,1.7,8.9,3.7,3.4,3.2,31,32,0.56,0,70.55,99.47,110.34,118.94,92.78,114.62,95.46,67.23,6.6,8,8,6.8,7.6,7,7.2,7.8,1.8,1012,124.557777404785
1197,3.9,3,1.4,0.7,3.7,29.5,31,4.07,3.01,95.35,107.63,85.5,105.67,99.27,107.51,89.78,100.6,8,7.4,7.4,6.4,6.6,7.4,6.6,7,1.6,1028,109.455001831055
16967,5,1.2,0.4,4.5,4.5,25.5,33.5,3.67,4.22,99.59,91.96,106.12,101.8,101.07,102.52,94.54,98.99,6.8,7.2,8,6,6.8,7.8,6.2,6.4,1.8,976,101.800804138184
1336,5.5,12.4,3.3,3.3,5.6,25.5,27,0.54,0,70.05,102.01,108.07,120.03,95.14,114.95,95.65,66.55,8,7.8,6.6,7.2,7,7.6,7.4,6.8,1.2,1026,119.826484680176
14152,1.2,9.3,0.1,11.3,4.2,28,27.5,-12.83,1.03,93.49,90.97,97.76,92.53,92.89,88.57,94.24,81.13,6.6,6.2,8,6.4,6.8,6.4,6.4,7.4,1.2,906,147.83235168457
1568,2.1,3.9,0.9,0.8,3.5,27.5,31.5,4.25,6.25,100.8,92.13,100.87,97.81,101.36,96.43,97.87,100,8,7,7.4,7.2,6.2,6,6.2,6.6,1.3,974,165.427825927734
781,3.3,6.3,11.8,8.5,3.9,25,27.5,2.75,1.71,99.1,100.07,104,104.02,104.43,100.28,100.5,101.2,7.8,6,6.4,7.8,6.2,7.4,7.8,6.2,1.5,944,147.161758422852
14770,21.2,1.3,29.4,1.2,17.3,34.5,28,24.1,0.3,97.42,100.69,152.5,151.21,144.8,146.45,103.02,103.83,6.4,6.4,6.2,6.6,7,6.6,6.6,7.4,1.8,1048,141.558227539063
10957,5.1,3.3,0.3,6.3,4,28,33,4.03,1.36,98.6,95.73,98.78,97.91,104.85,97.61,96.73,99.99,7.6,6.8,6,7,7,6.2,6.6,7.4,1.8,918,106.545257568359
5222,3.2,0.6,2.9,0.1,7,31.5,31,3.3,0,67.37,96.92,101,95.9,110.94,101.1,98.39,97.81,7,6,7.8,7.6,7.4,6.8,6.4,8,1.8,1056,113.224662780762
2446,14.2,4.6,18.6,6.5,18.5,25,35,3.28,-8.64,96.79,96.14,98.39,99.97,99.99,100.3,98.6,98.2,6.4,6.8,8,7.8,7,7.4,8,6.2,1.6,1056,135.974868774414
135,1.8,1.8,3.5,1.1,1.5,27,29,0.51,0,92.3,104.34,93.41,90.17,106.15,96.77,98.06,99.45,7,6.6,6.8,7,8,7.2,7.4,7,1.3,1012,119.615341186523
12784,19.8,3.3,31.7,3,22.5,28,27,22.03,0.31,99.19,99.4,154.94,153.68,141.53,142.7,104.24,102.4,7,6.2,7.8,6.2,7.2,6.6,6,6.8,1.3,928,147.628753662109
5575,1.9,3.1,1.4,6.4,0.1,31.5,33,3.62,1.4,99.89,97.27,99.76,98.21,102.68,98.41,97.9,98.9,6.4,6.8,6.4,6.6,7.8,6.6,6.6,6.6,1.7,1058,115.958976745606
3944,8.8,4.2,9.5,7.5,7.9,34.5,35,31.39,0,101.27,105.14,140.43,144.5,142.96,143.13,101.36,102.61,7,6.6,7,7.2,6.4,6,7.2,7.4,1.8,974,119.918640136719
4291,6.8,8.2,1.2,9.8,2.4,28,27,0,-3.62,119.73,112.05,89.76,106.49,99.88,121.83,81.28,91.94,7.2,7,8,7,6.2,6.6,7.8,7,1.8,1008,103.675468444824
15292,5.1,2.2,0.9,0.9,0.5,29,33,4.26,2.92,97.96,108.06,85.41,102.77,97.7,105.48,90.86,100.3,6.6,7,7.2,7.6,6.8,6.4,7.8,7,1.5,926,118.251670837402
15956,1.8,2.9,1.3,1.7,6.5,27.5,26,3.96,0.77,102.28,104.47,98.4,98.2,108,90.33,111.22,105.85,7.6,6.6,7,8,7.4,7.2,6.2,6,1.5,908,120.476768493652
5885,6,2.7,18.8,8.8,4.3,32.5,28,0.23,1,101.2,95.84,100.39,99.7,100.18,102.81,96.83,104.52,7,6,6.4,6.6,7,6.4,6,7.6,1.3,952,151.931793212891
6351,8.6,1.5,11.8,7.7,9.9,31.5,31,2.53,-9.29,103.12,101.36,98.2,101.06,102.72,101.19,100.8,101.91,7,7.4,7.6,6.4,6.6,6,7.4,7,1.4,976,154.388412475586
6950,2.4,6,19.8,6.4,0.4,26,26,0.24,0.9,99.48,96.52,100.19,98.9,99.19,100.86,97.02,105.56,6.4,8,7.2,7.4,7.8,6.8,6.2,7,1.2,964,155.410781860352
10710,5.6,1.9,3.1,1.6,7,35,32.5,-3.07,0,64.61,95.44,104.75,103.92,102.72,103.53,98.6,61.47,7.4,7.2,7.2,7.4,7.8,7.8,6.2,6.6,1.5,906,94.1919708251953
15662,2.8,4.5,3.8,4.5,7.9,25,27.5,3.98,6.13,100.8,94.07,101.69,97.51,103.93,99.76,96.42,101,8,6.6,6,6.8,7.2,6.2,6.6,6,1.3,938,154.140258789063
2745,1.7,7.3,1.6,7.9,5.1,35,33,0,-4.08,116.44,114.3,87.64,105.34,99.69,122.79,81.44,91.3,8,7.4,8,6.2,6.6,6.4,6,6.4,1.4,1006,121.108688354492
3582,2.7,1,2.7,5.7,1.9,32,28,3.61,0.84,104.03,103.94,101.6,98.7,104.48,91.71,111.11,109.09,7.4,7.6,6.8,7,6.8,6.6,7.8,6.4,1.2,944,156.546356201172
7550,5.6,7.1,23.3,4.7,0.9,26.5,27.5,0.27,1.01,103.02,98.08,100.78,98.7,100.57,103.01,96.07,104.62,7.6,7,6,6.8,7.8,6.8,7,6.6,1.2,924,113.931327819824
16185,3.5,2.6,1.4,4.2,4.8,28,31.5,3.98,1.62,97.32,98.33,96.33,99.8,102.57,98.01,96.73,97.52,7.8,6,7,7.2,7,7.6,7.8,7,1.7,902,129.810653686523
8466,3.2,8.9,12.5,7.7,4.9,31.5,28,2.5,1.71,97.51,98.79,103.17,105.05,103.19,99.49,100,101.4,6.8,7.6,6,6.4,6.8,7.4,8,6.6,1.2,904,144.272338867188
12788,1.3,0.8,0.4,0.7,2.8,32.5,28,4.13,2.93,95.15,106.34,85.33,101.94,96.04,109.12,89.6,99.9,7.4,6.4,7.8,6.4,6.2,7.6,6.6,6.2,1.6,978,117.744041442871
14704,0.7,7.8,3,3.1,5.6,29,29,0.58,0,72.32,101.4,108.17,121.85,95.32,112.25,93.94,68.78,8,8,7.8,7.8,6.4,7,6.8,6.2,1.5,968,104.461463928223
15488,3.7,4.4,1.6,1.4,3.2,25,28,0.52,0,92.3,103.73,92.67,89,107.56,95.9,98.74,96.92,6,6.2,7.4,7.8,7,6.4,6.4,7,1.8,982,141.601318359375
870,17.8,6.3,32.8,4,20.8,29.5,25.5,22.99,0.31,99.78,97.41,152.65,155.07,144.94,143.42,101.48,101.79,7.2,7.2,7,6.8,6.2,7,7.4,6.6,1.4,984,156.17448425293
3581,4.1,3.4,2,2.3,5.3,27.5,33,4.04,3.04,97.96,108.81,84.05,104.84,96.43,107.3,88.78,98.1,7,6,7.8,7.2,7.6,6.6,7.8,6,1.7,976,142.258972167969
2970,1.2,0.6,0.9,1.1,8,28.5,29,3.02,0,67.5,98.68,102.01,95.9,111.38,102.11,100.4,98.11,7.2,6.6,7,7.2,6.2,6.2,6.2,8,1.2,1020,164.843704223633
5603,4.5,1.7,1,0.7,7.9,28,29.5,4.18,0.86,103.41,105.21,98.9,97.91,107.46,89.96,114.6,108.98,7.6,7,7.2,6.8,6.4,6.6,6.6,8,1.6,1002,144.322738647461
4356,5.2,0.3,2.8,1.9,9.6,25,29.5,3.01,4.41,131.22,113.77,122.21,125.69,122.09,124.19,108.72,118.77,7.6,6.6,7.4,6,6.2,6.2,7.4,7.6,1.5,1046,151.594482421875
6721,6.2,14,25.6,13.1,8.4,32.5,29,-3.53,-5.18,98.51,99.08,103.61,101.07,96.82,91.61,112.44,106.61,7.2,7.8,7.4,6,6.4,6,6.2,6.4,1.8,976,90.385139465332
16423,0.9,1.9,0.3,1.1,1,30.5,34,4.35,2.99,96.89,107.63,84.73,103.08,99.17,107.62,88.69,98.5,6.4,6,6,7.4,7.4,6.2,7.2,7.6,1.5,1014,123.113914489746
6763,5.7,2.5,14.2,3.2,4.2,34.5,25,2.87,-9.38,102.11,101.78,100.9,101.27,102.92,103.12,97.8,99.8,8,7,7.2,7.2,6,6.6,8,6.6,1.6,928,137.545455932617
6255,5.1,9.5,1.5,8.2,3.5,27.5,26,0,-4.4,116.21,114.19,88.79,106.59,98.11,118.69,80.62,91.58,6.6,6.2,7.8,6,7.2,7,8,6.2,1.6,912,135.423080444336
8404,19.7,3.7,29.9,3.7,17.4,29.5,34,24.58,0.3,96.73,98.6,154.79,154.15,142.24,145.3,102.91,102.3,6.2,7.6,7.8,7.8,7.6,6.4,7.4,6.4,1.2,954,153.48698425293
5987,17.8,3.8,17.2,4.8,16.4,28.5,30,3.74,-8.24,96.98,96.63,97.02,98.5,102.41,101.19,97.31,96.73,8,6.4,6.4,7.6,6.8,6.4,6.6,7.8,1.8,1030,138.191818237305
1117,0.5,4.4,1.3,1.2,5.9,27,30.5,4.25,1.61,100.69,95.05,96.43,98.8,101.75,99,96.53,97.71,6.2,6,7.4,6.8,7.2,7.2,7.6,7.4,1.7,934,135.268005371094
15417,5.1,2.4,21.5,7.5,1.4,34.5,26.5,0.23,0.98,100.89,97.7,98.51,101.7,98.7,103.32,95.02,104.83,6.4,7.8,7.2,8,6.2,6.6,7.4,7,1.3,940,141.393371582031
12727,16.3,5.6,16.9,7.1,17.8,26.5,33,3.73,-8.16,96.3,99.27,96.43,99.09,99.79,100.89,99.4,97.91,6.4,7.2,7.6,7.6,6,6.8,7.8,6.6,1.3,1022,113.658493041992
16296,4.4,5.6,0.7,1.8,4,33.5,30.5,4.35,0.75,104.96,104.47,102.2,100.37,104.91,91.98,111.78,106.71,8,6.4,6.6,6.6,7.4,6.8,6.6,7,1.3,960,114.038818359375
14493,1.9,1.1,2.9,3.5,5,34,28,3.78,3.18,95.93,108.27,84.22,102.67,98,105.37,91.68,100,6.4,7.8,6.8,7.8,7,6.4,6.8,6.2,1.7,1020,143.461334228516
13903,2.5,0.7,2.5,0.2,1.8,25,29.5,-3.11,0,65.64,94.86,105.06,105.37,100.38,102.62,98.11,59.65,6.2,6.4,7.8,7.8,6.6,7.8,7.8,6.8,1.3,1004,163.066619873047
4062,3.6,6.8,1.8,7.5,1.3,25.5,25.5,1.88,-5.46,97.81,100.29,103.22,102.2,106.18,97.21,106.23,102.06,7.4,7.2,6.4,7.4,6.4,8,6.2,6.4,1.8,962,115.631011962891
5852,6.7,3.1,2.3,2.3,4.3,29,26.5,-2.89,0,65.12,95.73,104.23,103.51,101.6,101.4,99.09,60.56,6.8,6.6,6.4,7.8,7,7,6,6.4,1.2,948,114.490295410156
7026,1.3,0.3,0.3,1.8,6,31,27,3.16,4.1,129.8,112.07,120.86,127.59,121.96,126.22,110.05,118.54,8,6.8,6,7.6,6.2,6.4,7.2,6.4,1.6,1054,146.292388916016
482,7.8,4.6,12.8,4,5.4,34,33,2.69,-8.23,100.99,104.55,101,101.57,102.11,102.31,101.8,98.59,6.4,7.8,8,7.2,7.2,6,7.6,8,1.3,1012,115.942420959473
12513,1.8,6.1,1.5,6,3,28,34.5,2.06,-4.95,99.88,102.11,99.78,103.73,105.45,97.6,109.45,102.37,7.2,6.2,6.6,6.6,7.8,6.6,6,6.8,1.5,990,108.382019042969
12996,2.8,5.1,0.1,4.1,3.3,27.5,27,3.82,0.83,104.03,106.47,101.1,99.39,106.83,92.26,111,108.66,7,7.8,7,7,7.8,6.2,6.4,6.6,1.6,998,110.690078735352
16723,1.6,1.4,2.5,0.8,2.6,33,33,-3.26,0,64.54,98.34,104.13,104.44,101.3,103.53,100.28,61.29,8,6.4,7.2,7.6,6.8,7.8,8,7.2,1.2,980,112.351028442383
1683,4.9,4.2,0.4,0.4,7.9,33,34.5,4.36,0.84,102.59,107.2,101.6,97.12,106.51,91.71,111.22,106.5,6.2,6.4,7.2,8,6.4,8,7.2,7.2,1.3,1004,150.780364990234
10726,1.4,12.6,3.5,2.5,6.2,34,33,0.55,0,69.55,102.92,109.04,119.91,93.72,114.73,94.61,67.02,7.6,7.2,6,7.8,6.2,7.2,6.2,7.6,1.4,942,111.889778137207
16728,8.5,9.4,27.9,11,8.1,26.5,30,-3.7,-4.51,100.79,97.22,101.23,104.14,97.99,92.36,111.33,106.07,7.2,6.4,6,7.4,6.8,7.6,6.2,6.6,1.5,912,96.3820953369141
16544,8,6,13.9,7,3.7,31,31,2.57,1.79,98.31,99.18,104.32,103.4,102.25,98.11,98.8,98.7,7.8,6.8,6,6.6,6.4,6,6,7.2,1.3,982,144.986419677734
14001,0.4,2,3,2.6,10.7,28,35,2.92,4.09,128.26,113.99,123.68,125.43,120.51,128.12,112.81,117.6,6,7.6,7.2,7.4,6.4,7.8,6.2,7.6,1.2,904,149.163696289063
7932,9.6,12.9,28.6,9.5,12,27.5,33,-3.27,-5.18,98.21,96.83,104.75,102.81,96.04,93.75,109.22,106.82,6.8,6.6,7.2,6.6,7.4,6.8,7.2,6.6,1.2,934,140.231750488281
14777,6.6,5,4.7,2.1,6.6,32.5,30.5,4.18,0.81,102.59,103.52,101.9,99.29,104.48,92.63,112.69,109.09,7.2,6.8,6.6,6.2,6.6,6.2,7,8,1.3,1038,162.420623779297
430,4.3,9.8,2,0.3,5.7,28.5,26.5,0.61,0,71.82,102.21,110.02,118.7,93.54,114.5,94.51,66.55,6.8,7.4,7.4,7.6,7,7,7.2,6,1.6,1012,135.049194335938
10804,7.5,2.2,2.2,2.5,4.6,34.5,30,3.73,5.84,99.9,91.48,101.59,98.5,104.75,96.82,97.97,101,7.2,7,7.8,8,7.2,6.6,7.8,7.2,1.3,910,107.406402587891
12264,8.1,3.2,13.4,4.7,9.2,28.5,33.5,2.59,-8.82,102.62,101.06,101.3,100.86,102.11,100.78,99.6,101.51,7.4,6.2,7.8,6.6,6.6,6,7.6,7.4,1.6,1016,138.207931518555
10846,0.6,7,17.6,3.8,0.2,27,33,0.24,1.08,103.22,96.04,99.89,99.2,100.28,103.63,96.26,105.77,6.4,8,6,7,7.6,6.8,6.8,6.8,1.7,1046,133.707397460938
653,6.9,0.3,5.1,1.3,5.7,25,27.5,2.96,0,67.23,97.7,102.62,94.02,109.51,100.3,102.01,98.21,7.6,7.4,6.2,7.6,6.6,6.6,7.6,7.4,1.4,904,121.348564147949
10819,9.7,13.7,26.5,11.4,11.5,34.5,34.5,-3.32,-4.64,98.21,97.71,102.89,101.48,96.23,93.19,108.78,107.56,7.6,8,7.6,7,6.8,7,6.6,7.6,1.3,1050,116.473342895508
4035,7.9,8.6,24.4,9.9,7.6,31,28,-3.77,-5.46,100.39,96.63,103.3,100.46,96.92,94.31,110.56,107.56,7,6.2,6,7,7,6.8,6.6,7.4,1.3,958,108.069976806641
15759,1.4,5.8,20.8,8.2,4.1,31,31,0.26,1.09,100.19,95.94,97.81,100.5,96.83,101.37,94.64,104.1,6.2,6.2,6.8,8,6,7.6,7,7,1.7,956,102.682609558106
16231,4.9,3.1,2.1,4,6.9,30.5,35,3.73,5.72,99.8,92.04,100.87,96.83,102.49,96.43,95.25,99.7,8,6.2,7.6,7.4,6.6,6,7,7.2,1.7,986,130.468521118164
14432,5.4,2.1,11.8,6.2,9.6,28.5,35,2.88,-9.52,100.68,101.26,101.2,101.47,100.69,100.98,101.4,98.79,7.8,6.6,8,7.8,7.8,6.2,6.8,7.8,1.3,948,123.917572021484
8127,1.9,7.4,20.6,4.9,5.5,30.5,32.5,0.24,0.99,101.1,96.92,100.39,100.9,98.6,103.12,96.93,104.31,6.2,8,6.2,8,6.6,6.4,6.6,6.6,1.8,1040,95.7699966430664
12073,7.9,10.3,14.3,10,8.2,30.5,32,18.28,-3.11,96.53,98.29,129.06,129.78,129.83,130.12,103.1,104.34,6.8,7.8,7.8,7.8,6.4,7.6,8,7.6,1.3,1044,122.483070373535
14409,4.1,4.9,1,4.3,1,26,25,2.06,-4.62,100.47,101.5,100.49,103.63,102.85,98.48,109.12,103.3,6,7.4,6,6.8,6.4,7,8,7.2,1.4,942,118.169631958008
14326,4.5,0.5,2.4,0.1,1.9,26.5,30.5,-2.94,0,64.35,97.86,102.89,102.68,102.21,102.21,100.67,60.92,7.4,6.4,7,6.4,6.6,6,6.8,7.2,1.3,1024,117.309585571289
7882,8.8,13.5,18.7,16.7,6.4,34,25,0.27,-0.84,97.43,95.01,101.2,104.98,94.46,98.19,95.34,93.73,8,6.4,7.4,6.2,6.6,8,7.2,6,1.6,936,105.89266204834
12733,3.6,1.5,1.5,7.3,3.6,33,35,27.12,0,59.49,106.84,140.66,135.48,130.78,131.79,112.1,78.42,8,6.8,6.2,8,6.4,6.4,7,8,1.8,982,110.748580932617
550,5.7,14,0.4,9.6,1.9,33,30.5,-13.64,1.07,95.01,91.42,97.67,92.07,91.52,88.04,95.27,83.43,7,7.4,6.4,7.6,7,8,6.6,6,1.4,1026,131.356918334961
5618,16.2,3.3,21.5,6.7,16.6,30.5,34,3.73,-7.34,96.79,98.49,96.53,98.79,99.18,99.4,97.91,98.79,7.8,7.6,6,6,6,7.4,7.6,6.6,1.3,910,138.239364624023
3010,1.4,7.2,18.4,3.7,4.3,32,32,0.24,0.9,102.82,98.28,99.3,101.3,98.5,102.7,94.35,105.35,7.6,6.8,6,7.8,7,7.8,6.8,7,1.6,1032,139.739273071289
1696,4,3.9,23.2,4.8,2.3,34,29,0.27,1.02,103.22,96.52,98.51,102.1,96.83,100.76,93.68,105.77,6.4,7.6,7.6,7.2,7.4,7,7.4,7.4,1.5,906,105.880508422852
1283,2.4,6.8,1,4,0.8,30,26,4.36,1.37,100.39,97.56,96.14,100.79,102.06,100.79,98.49,99.99,7.8,7.2,6.4,7.6,6.8,7.4,6.4,6.6,1.4,1036,132.132507324219
13599,5.2,8.5,3,3.4,4.8,25,25.5,0.54,0,70.05,103.33,108.28,122.57,95.32,113.15,94.42,66.89,6.6,6.8,6,6.8,6.8,6.2,7.6,6.8,1.5,982,107.246994018555
6354,7.7,0.7,3.7,2.9,7.8,31,26.5,3.94,0.83,103.21,104.36,98.6,98.2,106.51,90.79,113.82,106.71,6,7.6,6.4,6,7,6.8,6,8,1.4,910,109.752029418945
7467,2,2.9,20.4,4.6,5.6,30,33.5,0.24,0.98,101.81,99.26,98.41,102,98.21,101.99,96.74,102.75,7.4,7.8,7.4,7.6,6.6,6.4,7.2,8,1.4,902,140.082656860352
2486,1.3,11.9,11.3,12.5,3.1,25.5,32,-10.14,-1.05,10.11,83.8,101.08,90.31,94.39,82.72,105.17,12.29,7.6,7,6,6.8,6,8,6.6,6.8,1.2,940,143.225540161133
